"legacy_url","legacy_path","source_host","verification_status","page_kind","legacy_title","legacy_meta_description","legacy_canonical","year","client_or_artist","work_title","legacy_category","roles","techniques","language","grouped_page","initial_release_scope","source_evidence","notes"
"https://oikaw.com/about-1","/about-1","oikaw.com historical","archive-verified-live-unchecked","other","YUSUKE OIKAWA - About","","https://oikaw.com/about-1","","","","","","","en-US","false","true","https://web.archive.org/web/20210801042335/https://oikaw.com/about-1","Historical 200 response verified from the public Internet Archive; current live status was not individually tested. Human Validation confirmed the future Profile/About destination /about."
"https://oikaw.com/animistic-sculpture","/animistic-sculpture","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","category-index","YUSUKE OIKAWA - VR Sculpture","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/animistic-sculpture","","","","VR Sculpture index","","","en-US","false","true","https://web.archive.org/web/20251015135433/https://oikaw.oikaw.com/animistic-sculpture","Historical 200 response verified from the public Internet Archive; current live status was not individually tested. Human Validation confirmed an HTTP 200 migration compatibility view at this same legacy pathname. Its historical Project subset is fixed by explicit IDs in url-migration-map.csv; it is not a normal-IA Collection or a future filter calculation."
"https://oikaw.com/as-01","/as-01","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - 01 Power","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/as-01","","","01 Power","VR Sculpture","","","en-US","false","true","https://web.archive.org/web/20250912094354/https://oikaw.oikaw.com/as-01","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/as-02","/as-02","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - 02 Feeler","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/as-02","","","02 Feeler","VR Sculpture","","","en-US","false","true","https://web.archive.org/web/20250912102008/https://oikaw.oikaw.com/as-02","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/as-03","/as-03","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - 03 Harvest","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/as-03","","","03 Harvest","VR Sculpture","","","en-US","false","true","https://web.archive.org/web/20250912105253/https://oikaw.oikaw.com/as-03","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/as-04","/as-04","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - 04 Greed","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/as-04","","","04 Greed","VR Sculpture","","","en-US","false","true","https://web.archive.org/web/20251015142703/https://oikaw.oikaw.com/as-04","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/as-05","/as-05","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - 05 Devotion","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/as-05","","","05 Devotion","VR Sculpture","","","en-US","false","true","https://web.archive.org/web/20250912100407/https://oikaw.oikaw.com/as-05","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/asiwc-coco","/asiwc-coco","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - ASIWC - COCO de KIMEL","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/asiwc-coco","2016","ASIWC (A SHEEP IN WOLF’S CLOTHING)","COCO de KIMEL","Video","Video All Works","","en-US","false","true","https://web.archive.org/web/20250912090024/https://oikaw.oikaw.com/asiwc-coco","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/asiwc-dekill","/asiwc-dekill","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - ASIWC - DeKiLL","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/asiwc-dekill","2018","ASIWC (A SHEEP IN WOLF’S CLOTHING)","DeKiLL","Video","Director; Videographer; Editor","","en-US","false","true","https://web.archive.org/web/20251015142618/https://oikaw.oikaw.com/asiwc-dekill","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/asiwc-maria-gucci","/asiwc-maria-gucci","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - ASIWC - MARIA GUCCI","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/asiwc-maria-gucci","2016","ASIWC (A SHEEP IN WOLF’S CLOTHING)","MARIA GUCCI","Video","Video All Works","","en-US","false","true","https://web.archive.org/web/20251015152556/https://oikaw.oikaw.com/asiwc-maria-gucci","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/beauty-battlers","/beauty-battlers","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - Beauty Battlers","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/beauty-battlers","2019","","Beauty Battlers","Graphic","","","en-US","false","true","https://web.archive.org/web/20251015145144/https://oikaw.oikaw.com/beauty-battlers","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/bycatch","/bycatch","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - 混獲 -BYCATCH-","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/bycatch","2018","","混獲 -BYCATCH-","Video","Video Director","","en-US","false","true","https://web.archive.org/web/20250912101300/https://oikaw.oikaw.com/bycatch","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/chuuichi-shouben","/chuuichi-shouben","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - 中華一番 - 小便","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/chuuichi-shouben","2016","中華一番","小便","Video","","","en-US","false","true","https://web.archive.org/web/20250912093751/https://oikaw.oikaw.com/chuuichi-shouben","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/chuuichi-theme","/chuuichi-theme","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - 中華一番 - 中華一番のテーマ","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/chuuichi-theme","2014","中華一番","中華一番のテーマ","Video","","","en-US","false","true","https://web.archive.org/web/20250912094200/https://oikaw.oikaw.com/chuuichi-theme","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/contact","/contact","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-codex-http-404-human-browser-live","contact","YUSUKE OIKAWA - Contact","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/contact","","","","","","","en-US","false","true","https://web.archive.org/web/20251015143438/https://oikaw.oikaw.com/contact","Public archive verified. Codex HTTP returned 404 on 2026-08-19, while Human Validation in normal Chrome confirmed the Adobe Portfolio site displayed normally; do not interpret the Codex response as a production outage."
"https://oikaw.com/dopinglife","/dopinglife","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - TORIENA - Doping Life","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/dopinglife","2018","TORIENA","Doping Life","Video","Director; Camera; Editor","","en-US","false","true","https://web.archive.org/web/20250912085437/https://oikaw.oikaw.com/dopinglife","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/dotama-honne","/dotama-honne","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - DOTAMA feat. 般若 - 本音","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/dotama-honne","2018","DOTAMA feat. 般若","本音","Video","Video All Works","","en-US","false","true","https://web.archive.org/web/20250912102525/https://oikaw.oikaw.com/dotama-honne","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/emily-2023","/emily-2023","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","photography","YUSUKE OIKAWA - Emily 2023","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/emily-2023","","","Emily 2023","Photograph","","","en-US","false","false","https://web.archive.org/web/20251015141303/https://oikaw.oikaw.com/emily-2023","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/gasface-fxxk-me","/gasface-fxxk-me","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - GASFACE - Fxxk Me / Training Days","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/gasface-fxxk-me","2016","GASFACE","Fxxk Me, Training Days","Video","Video All Works","","en-US","false","true","https://web.archive.org/web/20251011162918/https://oikaw.oikaw.com/gasface-fxxk-me","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/gasface-item","/gasface-item","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - GASFACE - ITEM","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/gasface-item","2016","GASFACE","ITEM","Graphic","","","en-US","false","true","https://web.archive.org/web/20251011171200/https://oikaw.oikaw.com/gasface-item","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/graphic","/graphic","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-codex-http-404-human-browser-live","category-index","YUSUKE OIKAWA - Graphic","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/graphic","","","","Graphic index","","","en-US","false","true","https://web.archive.org/web/20251015145752/https://oikaw.oikaw.com/graphic","Public archive verified. Codex HTTP returned 404 on 2026-08-19, while Human Validation in normal Chrome confirmed the Adobe Portfolio site displayed normally; do not interpret the Codex response as a production outage."
"https://oikaw.com/india-2017-1-2","/india-2017-1-2","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","photography","YUSUKE OIKAWA - ""Kerala to Kathmandu"" 2017 1/2","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/india-2017-1-2","","","""Kerala to Kathmandu"" 2017 1/2","Photograph","","","en-US","false","false","https://web.archive.org/web/20250912091648/https://oikaw.oikaw.com/india-2017-1-2","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/india-2017-2-2","/india-2017-2-2","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","photography","YUSUKE OIKAWA - ""Kerala to Kathmandu"" 2017 2/2","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/india-2017-2-2","","","""Kerala to Kathmandu"" 2017 2/2","Photograph","","","en-US","false","false","https://web.archive.org/web/20250912091733/https://oikaw.oikaw.com/india-2017-2-2","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/invalid","/invalid","oikaw.com historical","archive-verified-live-unchecked","home","YUSUKE OIKAWA","","https://oikaw.com/invalid","","","","","","","en-US","false","true","https://web.archive.org/web/20200803094235/https://oikaw.com/invalid","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/klooz-seasons","/klooz-seasons","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project-group","YUSUKE OIKAWA - KLOOZ ""SEASONS"" MVs","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/klooz-seasons","2013","KLOOZ","","Video","Director; Camera; Edit","","en-US","true","true","https://web.archive.org/web/20251011152701/https://oikaw.oikaw.com/klooz-seasons","Historical 200 response verified from the public Internet Archive; current live status was not individually tested. Human Validation confirmed an HTTP 200 migration compatibility view at this same legacy pathname. Its historical Project subset is fixed by explicit IDs in url-migration-map.csv; it is not a normal-IA Collection or a future filter calculation."
"https://oikaw.com/lazy","/lazy","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - LAZYgunsBRISKY Teaser Movie","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/lazy","2018","LAZYgunsBRISKY","LAZYgunsBRISKY Teaser Movie","Video","","","en-US","false","true","https://web.archive.org/web/20251015145830/https://oikaw.oikaw.com/lazy","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/lex","/lex","oikaw.com historical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - [鶴と亀 禄] パンチライン CGビジュアル","","https://oikaw.com/lex","2018","","[鶴と亀 禄] パンチライン CGビジュアル","Graphic","","","en-US","false","true","https://web.archive.org/web/20200918101500/https://oikaw.com/lex","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/lex-album","/lex-album","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - LEX - !!!","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/lex-album","2019","LEX","!!!","Graphic","Design; CG","","en-US","false","true","https://web.archive.org/web/20251015145025/https://oikaw.oikaw.com/lex-album","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
